type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_3,product_variation_option_Size,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13
product_option,2042,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2042,31.68,,,,,,,,,PR553_41240_41239,Black,,,,,,XS,,,,,,,,,,
product_variation,2042,31.68,,,,,,,,,PR553_41240_41241,Black,,,,,,S,,,,,,,,,,
product_variation,2042,31.68,,,,,,,,,PR553_41240_41242,Black,,,,,,M,,,,,,,,,,
product_variation,2042,31.68,,,,,,,,,PR553_41240_41243,Black,,,,,,L,,,,,,,,,,
product_variation,2042,31.68,,,,,,,,,PR553_41240_41244,Black,,,,,,XL,,,,,,,,,,
product_variation,2042,31.68,,,,,,,,,PR553_41240_41245,Black,,,,,,XXL,,,,,,,,,,
product_variation,2042,31.68,,,,,,,,,PR553_41240_52400,Black,,,,,,3XL,,,,,,,,,,
product_variation,2042,31.68,,,,,,,,,PR553_41240_52401,Black,,,,,,4XL,,,,,,,,,,
product,2043,23.62,Overhemd met grote vichyruiten,65% polyester / 35% kleurgeweven popelinekatoen. Overhemd met lange mouwen met knopen aan de mouwen. Knoop aan de kraag. Thuis wassen op 40 °C.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=395903&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Premier,Kleding,Overhemd,https://media.europeancatalog.com/ws.php?act=download&mamfileid=395903&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=395902&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,
product_option,2043,,,,,,,,,,,,Color,Light Blue / White,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2043,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2043,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2043,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2043,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2043,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2043,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2043,,,,,,,,,,,,Color,Navy / White,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2043,,,,,,,,,,,,Color,Steel / Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2043,23.62,,,,,,,,,PR252_65752_65746,Light Blue / White,,,,,,S,,,,,,,,,,
product_variation,2043,23.62,,,,,,,,,PR252_65752_65747,Light Blue / White,,,,,,M,,,,,,,,,,
product_variation,2043,23.62,,,,,,,,,PR252_65752_65748,Light Blue / White,,,,,,L,,,,,,,,,,
product_variation,2043,23.62,,,,,,,,,PR252_65752_65749,Light Blue / White,,,,,,XL,,,,,,,,,,
product_variation,2043,23.62,,,,,,,,,PR252_65752_65750,Light Blue / White,,,,,,XXL,,,,,,,,,,
product_variation,2043,23.62,,,,,,,,,PR252_65752_65751,Light Blue / White,,,,,,3XL,,,,,,,,,,
product_variation,2043,23.62,,,,,,,,,PR252_65753_65746,Navy / White,,,,,,,,,,,,,,,,
product_variation,2043,23.62,,,,,,,,,PR252_65753_65747,Navy / White,,,,,,,,,,,,,,,,
product_variation,2043,23.62,,,,,,,,,PR252_65753_65748,Navy / White,,,,,,,,,,,,,,,,
product_variation,2043,23.62,,,,,,,,,PR252_65753_65749,Navy / White,,,,,,,,,,,,,,,,
product_variation,2043,23.62,,,,,,,,,PR252_65753_65750,Navy / White,,,,,,,,,,,,,,,,
product_variation,2043,23.62,,,,,,,,,PR252_65753_65751,Navy / White,,,,,,,,,,,,,,,,
product_variation,2043,23.62,,,,,,,,,PR252_65754_65746,Steel / Black,,,,,,,,,,,,,,,,
product_variation,2043,23.62,,,,,,,,,PR252_65754_65747,Steel / Black,,,,,,,,,,,,,,,,
product_variation,2043,23.62,,,,,,,,,PR252_65754_65748,Steel / Black,,,,,,,,,,,,,,,,
product_variation,2043,23.62,,,,,,,,,PR252_65754_65749,Steel / Black,,,,,,,,,,,,,,,,
product_variation,2043,23.62,,,,,,,,,PR252_65754_65750,Steel / Black,,,,,,,,,,,,,,,,
product_variation,2043,23.62,,,,,,,,,PR252_65754_65751,Steel / Black,,,,,,,,,,,,,,,,
product,2044,23.62,Overhemd met grote vichyruiten,65% polyester / 35% kleurgeweven popelinekatoen. Overhemd met lange mouwen met knopen aan de mouwen. Knoop aan de kraag. Plooi op borst en rug.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=395898&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Premier,Kleding,Overhemd,https://media.europeancatalog.com/ws.php?act=download&mamfileid=395898&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=395897&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,
product_option,2044,,,,,,,,,,,,Color,Light Blue / White,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2044,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2044,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2044,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2044,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2044,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2044,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2044,,,,,,,,,,,,Color,Navy / White,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2044,,,,,,,,,,,,Color,Steel / Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2044,23.62,,,,,,,,,PR352_65768_65762,Light Blue / White,,,,,,XS,,,,,,,,,,
product_variation,2044,23.62,,,,,,,,,PR352_65768_65763,Light Blue / White,,,,,,S,,,,,,,,,,
product_variation,2044,23.62,,,,,,,,,PR352_65768_65764,Light Blue / White,,,,,,M,,,,,,,,,,
product_variation,2044,23.62,,,,,,,,,PR352_65768_65765,Light Blue / White,,,,,,L,,,,,,,,,,
product_variation,2044,23.62,,,,,,,,,PR352_65768_65766,Light Blue / White,,,,,,XL,,,,,,,,,,
product_variation,2044,23.62,,,,,,,,,PR352_65768_65767,Light Blue / White,,,,,,XXL,,,,,,,,,,
product_variation,2044,23.62,,,,,,,,,PR352_65769_65762,Navy / White,,,,,,,,,,,,,,,,
product_variation,2044,23.62,,,,,,,,,PR352_65769_65763,Navy / White,,,,,,,,,,,,,,,,
product_variation,2044,23.62,,,,,,,,,PR352_65769_65764,Navy / White,,,,,,,,,,,,,,,,
product_variation,2044,23.62,,,,,,,,,PR352_65769_65765,Navy / White,,,,,,,,,,,,,,,,
product_variation,2044,23.62,,,,,,,,,PR352_65769_65766,Navy / White,,,,,,,,,,,,,,,,
product_variation,2044,23.62,,,,,,,,,PR352_65769_65767,Navy / White,,,,,,,,,,,,,,,,
product_variation,2044,23.62,,,,,,,,,PR352_65770_65762,Steel / Black,,,,,,,,,,,,,,,,
product_variation,2044,23.62,,,,,,,,,PR352_65770_65763,Steel / Black,,,,,,,,,,,,,,,,
product_variation,2044,23.62,,,,,,,,,PR352_65770_65764,Steel / Black,,,,,,,,,,,,,,,,
product_variation,2044,23.62,,,,,,,,,PR352_65770_65765,Steel / Black,,,,,,,,,,,,,,,,
product_variation,2044,23.62,,,,,,,,,PR352_65770_65766,Steel / Black,,,,,,,,,,,,,,,,
product_variation,2044,23.62,,,,,,,,,PR352_65770_65767,Steel / Black,,,,,,,,,,,,,,,,
product,2045,20.86,Schort met bovenstuk “Calibre”,100% katoen. Kangoeroezak met vier vakken. Metalen klinknagels en ringetje. Grote ring om het koord rond de hals te knopen.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268686&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Premier,Kleding,Schort/Tuniek/Werkblouse,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268686&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268685&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,
product_option,2045,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2045,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2045,,,,,,,,,,,,Color,Burgundy,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2045,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2045,,,,,,,,,,,,Color,Khaki,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2045,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2045,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2045,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2045,,,,,,,,,,,,Color,Silver,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2045,20.86,,,,,,,,,PR137_65716_65715,Black,,,,,,One Size,,,,,,,,,,
product_variation,2045,20.86,,,,,,,,,PR137_65717_65715,Burgundy,,,,,,,,,,,,,,,,
product_variation,2045,20.86,,,,,,,,,PR137_65718_65715,Dark Grey,,,,,,,,,,,,,,,,
product_variation,2045,20.86,,,,,,,,,PR137_65719_65715,Khaki,,,,,,,,,,,,,,,,
product_variation,2045,20.86,,,,,,,,,PR137_65720_65715,Natural,,,,,,,,,,,,,,,,
product_variation,2045,20.86,,,,,,,,,PR137_65721_65715,Navy,,,,,,,,,,,,,,,,
product_variation,2045,20.86,,,,,,,,,PR137_65722_65715,Red,,,,,,,,,,,,,,,,
product_variation,2045,20.86,,,,,,,,,PR137_65723_65715,Silver,,,,,,,,,,,,,,,,
product,2046,26.02,Schort met bovenstuk “Annex”,100% kleurgeweven oxfordkatoen. Halsriem van imitatieleer met regelingsgesp. Doekhouder en klinknageldetail van imitatieleer. Middenzak en gecombineerde zak voor pennen. Dubbele D-ring op de taille. Thuis wassen op 60 °C.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268681&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Premier,Kleding,Schort/Tuniek/Werkblouse,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268681&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268682&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268680&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=424606&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,
product_option,2046,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2046,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2046,,,,,,,,,,,,Color,Burgundy,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2046,,,,,,,,,,,,Color,Moss,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2046,,,,,,,,,,,,Color,Mustard,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2046,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2046,26.02,,,,,,,,,PR144_65730_65729,Black,,,,,,One Size,,,,,,,,,,
product_variation,2046,26.02,,,,,,,,,PR144_65731_65729,Burgundy,,,,,,,,,,,,,,,,
product_variation,2046,26.02,,,,,,,,,PR144_65732_65729,Moss,,,,,,,,,,,,,,,,
product_variation,2046,26.02,,,,,,,,,PR144_82774_65729,Mustard,,,,,,,,,,,,,,,,
product_variation,2046,26.02,,,,,,,,,PR144_65733_65729,Navy,,,,,,,,,,,,,,,,
product,2047,16.56,Heupschort  Metro,"100% katoencanvas (Denim: 70% katoen / 30% twillpolyester). Met een tabletzak in jeansstijl en een ritszak. Regelbare riem met sluithaak in antiek messing en een D-ring. Gebogen onderste randen. Thuis wassen op 60 °C. Lengte: 31 cm. Breedte: 32 cm. Afmetingen jeanszak: 20 cm H x 18,5 cm B. Afmetingen ritszak: 16 x 16 cm.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=268684&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Premier,Kleding,Schort/Tuniek/Werkblouse,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268684&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268683&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,
product_option,2047,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2047,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2047,,,,,,,,,,,,Color,Black Denim,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2047,,,,,,,,,,,,Color,Indigo Denim,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2047,,,,,,,,,,,,Color,Khaki,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2047,16.56,,,,,,,,,PR138_65725_65724,Black,,,,,,One Size,,,,,,,,,,
product_variation,2047,16.56,,,,,,,,,PR138_65726_65724,Black Denim,,,,,,,,,,,,,,,,
product_variation,2047,16.56,,,,,,,,,PR138_65727_65724,Indigo Denim,,,,,,,,,,,,,,,,
product_variation,2047,16.56,,,,,,,,,PR138_65728_65724,Khaki,,,,,,,,,,,,,,,,
product,2048,6.96,Waterdichte schort met bovenstuk “Essential”,100% polyester met een afwerking van waterdicht polyurethaan. Nekklem met een snel regelbaar veiligheidsmechanisme met een pal dat onder spanning loskomt om verwondingen te voorkomen. Bevestigingsriem van 50 cm. Thuis wassen op 60°. Afmetingen Child: B43 cm x H53 cm. Afmetingen Junior: B48 cm x H63 cm.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268677&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Premier,Kleding,Schort/Tuniek/Werkblouse,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268677&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268678&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268679&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,
product_option,2048,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2048,,,,,,,,,,,,Size,Child 3-6 years (Enfant 3-6 ans),RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2048,,,,,,,,,,,,Size,Junior 7-10 years (Junior 7-10 ans),RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2048,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2048,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2048,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2048,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2048,6.96,,,,,,,,,PR145_65736_65734,Black,,,,,,Child 3-6 years (Enfant 3-6 ans),,,,,,,,,,
product_variation,2048,7.56,,,,,,,,,PR145X_65737_65735,Black,,,,,,Junior 7-10 years (Junior 7-10 ans),,,,,,,,,,
product_variation,2048,6.96,,,,,,,,,PR145_65739_65734,Navy,,,,,,,,,,,,,,,,
product_variation,2048,7.56,,,,,,,,,PR145X_65738_65735,Navy,,,,,,,,,,,,,,,,
product_variation,2048,6.96,,,,,,,,,PR145_65740_65734,Red,,,,,,,,,,,,,,,,
product_variation,2048,7.56,,,,,,,,,PR145X_65741_65735,Red,,,,,,,,,,,,,,,,
product_variation,2048,6.96,,,,,,,,,PR145_65743_65734,Royal Blue,,,,,,,,,,,,,,,,
product_variation,2048,7.56,,,,,,,,,PR145X_65742_65735,Royal Blue,,,,,,,,,,,,,,,,
product_variation,2048,6.96,,,,,,,,,PR145_65744_65734,White,,,,,,,,,,,,,,,,
product_variation,2048,7.56,,,,,,,,,PR145X_65745_65735,White,,,,,,,,,,,,,,,,
product,2049,34.8,Koksbroek “Essential”,65% polyester / 35% twillkatoen. Cargozakken met klittenbandsluiting op beide broekspijpen. Elastische tailleband met aanrijgkoordjes. Eén achterzak met klittenbandsluiting. Beenlengte van 82 cm. Huiselijk reingigen tot 60°C.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=278253&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Premier,Kleding,Broek/Kuitbroek,https://media.europeancatalog.com/ws.php?act=download&mamfileid=278253&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=278252&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=278251&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,
product_option,2049,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2049,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2049,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2049,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2049,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2049,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2049,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2049,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2049,34.8,,,,,,,,,PR555_65778_65771,Black,,,,,,XS,,,,,,,,,,
product_variation,2049,34.8,,,,,,,,,PR555_65778_65772,Black,,,,,,S,,,,,,,,,,
product_variation,2049,34.8,,,,,,,,,PR555_65778_65773,Black,,,,,,M,,,,,,,,,,
product_variation,2049,34.8,,,,,,,,,PR555_65778_65774,Black,,,,,,L,,,,,,,,,,
product_variation,2049,34.8,,,,,,,,,PR555_65778_65775,Black,,,,,,XL,,,,,,,,,,
product_variation,2049,34.8,,,,,,,,,PR555_65778_65776,Black,,,,,,XXL,,,,,,,,,,
product_variation,2049,34.8,,,,,,,,,PR555_65778_65777,Black,,,,,,3XL,,,,,,,,,,
product,2050,35.48,Traditionele koksbroek,"87% katoen / 22% polyester / 1% twillelasthan. Zachte en comfortabele imitatie-joggingbroek. Elastisch aan taille en enkels. Aanrijgkoordjes op de taille. Valse, opgenaaide gulp. Zijzakken en twee opgezette zakken op de achterkant. Beenlengte: 82 cm.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=278250&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Premier,Kleding,Broek/Kuitbroek,https://media.europeancatalog.com/ws.php?act=download&mamfileid=278250&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=278249&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,
product_option,2050,,,,,,,,,,,,Color,Black Denim,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2050,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2050,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2050,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2050,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2050,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2050,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2050,,,,,,,,,,,,Color,Indigo Denim,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2050,35.48,,,,,,,,,PR556_65785_65779,Black Denim,,,,,,XS,,,,,,,,,,
product_variation,2050,35.48,,,,,,,,,PR556_65785_65780,Black Denim,,,,,,S,,,,,,,,,,
product_variation,2050,35.48,,,,,,,,,PR556_65785_65781,Black Denim,,,,,,M,,,,,,,,,,
product_variation,2050,35.48,,,,,,,,,PR556_65785_65782,Black Denim,,,,,,L,,,,,,,,,,
product_variation,2050,35.48,,,,,,,,,PR556_65785_65783,Black Denim,,,,,,XL,,,,,,,,,,
product_variation,2050,35.48,,,,,,,,,PR556_65785_65784,Black Denim,,,,,,XXL,,,,,,,,,,
product_variation,2050,35.48,,,,,,,,,PR556_65786_65779,Indigo Denim,,,,,,,,,,,,,,,,
product_variation,2050,35.48,,,,,,,,,PR556_65786_65780,Indigo Denim,,,,,,,,,,,,,,,,
product_variation,2050,35.48,,,,,,,,,PR556_65786_65781,Indigo Denim,,,,,,,,,,,,,,,,
product_variation,2050,35.48,,,,,,,,,PR556_65786_65782,Indigo Denim,,,,,,,,,,,,,,,,
product_variation,2050,35.48,,,,,,,,,PR556_65786_65783,Indigo Denim,,,,,,,,,,,,,,,,
product_variation,2050,35.48,,,,,,,,,PR556_65786_65784,Indigo Denim,,,,,,,,,,,,,,,,
