type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_variation_option_Size
product_variation,2235,3.8,,,,,,,,,RC083X_52625_52624,Black,,,,,,,,,,,,,,One Size
product_variation,2235,3.8,,,,,,,,,RC083X_52626_52624,Emerald Green,,,,,,,,,,,,,,
product_variation,2235,3.8,,,,,,,,,RC083X_52627_52624,Heather Grey,,,,,,,,,,,,,,
product_variation,2235,3.8,,,,,,,,,RC083X_52628_52624,Navy,,,,,,,,,,,,,,
product_variation,2235,3.8,,,,,,,,,RC083X_52629_52624,Red,,,,,,,,,,,,,,
product_variation,2235,3.8,,,,,,,,,RC083X_52630_52624,Sapphire Blue,,,,,,,,,,,,,,
product_variation,2235,3.8,,,,,,,,,RC083X_52631_52624,White,,,,,,,,,,,,,,
product,2236,3,Boston junior cap,"65% polyester, 35% katoen. 5 panelen met voorpaneel uit één stuk, zonder naad. Gestikte verluchtingsgaatjes. Gebogen klep in gerecycled PU, met 6 naden. Klittenbandsluiting. Uitneembaar etiket. Geschikt voor borduring en transferdruk.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=71315&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71315&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,2236,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2236,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2236,,,,,,,,,,,,Color,Bottle,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2236,,,,,,,,,,,,Color,Burgundy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2236,,,,,,,,,,,,Color,Kelly Green,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2236,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2236,,,,,,,,,,,,Color,Orange,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2236,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2236,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2236,,,,,,,,,,,,Color,Sky Blue,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2236,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,2236,3,,,,,,,,,RC084J_52633_52632,Black,,,,,,,,,,,,,,One Size
product_variation,2236,3,,,,,,,,,RC084J_52634_52632,Bottle,,,,,,,,,,,,,,
product_variation,2236,3,,,,,,,,,RC084J_52635_52632,Burgundy,,,,,,,,,,,,,,
product_variation,2236,3,,,,,,,,,RC084J_52636_52632,Kelly Green,,,,,,,,,,,,,,
product_variation,2236,3,,,,,,,,,RC084J_52637_52632,Navy,,,,,,,,,,,,,,
product_variation,2236,3,,,,,,,,,RC084J_52638_52632,Orange,,,,,,,,,,,,,,
product_variation,2236,3,,,,,,,,,RC084J_52639_52632,Red,,,,,,,,,,,,,,
product_variation,2236,3,,,,,,,,,RC084J_52640_52632,Royal Blue,,,,,,,,,,,,,,
product_variation,2236,3,,,,,,,,,RC084J_52641_52632,Sky Blue,,,,,,,,,,,,,,
product_variation,2236,3,,,,,,,,,RC084J_52642_52632,White,,,,,,,,,,,,,,
product,2237,3.04,Boston cap,65% polyester / 35% katoen. 5 panelen met naadloos voorpaneel. Stevig voorpaneel. Gebogen klep in gerecycled PU met 6 naden. Genaaide verluchtingsgaatjes. Klittenbandsluiting. Uitneembaar etiket. Geschikt voor borduring en transferdruk.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71320&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71320&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71317&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392514&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,
product_option,2237,,,,,,,,,,,,Color,Apple Green,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2237,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2237,,,,,,,,,,,,Color,Aqua,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2237,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2237,,,,,,,,,,,,Color,Burgundy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2237,,,,,,,,,,,,Color,Dove Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2237,,,,,,,,,,,,Color,Khaki Beige,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2237,,,,,,,,,,,,Color,Lime,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2237,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2237,,,,,,,,,,,,Color,Orange,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2237,,,,,,,,,,,,Color,Pink,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2237,,,,,,,,,,,,Color,Purple,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2237,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2237,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2237,,,,,,,,,,,,Color,Sky Blue,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2237,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2237,,,,,,,,,,,,Color,Yellow,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,2237,3.04,,,,,,,,,RC084X_52644_52643,Apple Green,,,,,,,,,,,,,,One Size
product_variation,2237,3.04,,,,,,,,,RC084X_52645_52643,Aqua,,,,,,,,,,,,,,
product_variation,2237,3.04,,,,,,,,,RC084X_52646_52643,Black,,,,,,,,,,,,,,
product_variation,2237,3.04,,,,,,,,,RC084X_52647_52643,Burgundy,,,,,,,,,,,,,,
product_variation,2237,3.04,,,,,,,,,RC084X_52648_52643,Dove Grey,,,,,,,,,,,,,,
product_variation,2237,3.04,,,,,,,,,RC084X_52649_52643,Khaki Beige,,,,,,,,,,,,,,
product_variation,2237,3.04,,,,,,,,,RC084X_52650_52643,Lime,,,,,,,,,,,,,,
product_variation,2237,3.04,,,,,,,,,RC084X_52651_52643,Navy,,,,,,,,,,,,,,
product_variation,2237,3.04,,,,,,,,,RC084X_52652_52643,Orange,,,,,,,,,,,,,,
product_variation,2237,3.04,,,,,,,,,RC084X_52653_52643,Pink,,,,,,,,,,,,,,
product_variation,2237,3.04,,,,,,,,,RC084X_52654_52643,Purple,,,,,,,,,,,,,,
product_variation,2237,3.04,,,,,,,,,RC084X_52655_52643,Red,,,,,,,,,,,,,,
product_variation,2237,3.04,,,,,,,,,RC084X_52656_52643,Royal Blue,,,,,,,,,,,,,,
product_variation,2237,3.04,,,,,,,,,RC084X_52657_52643,Sky Blue,,,,,,,,,,,,,,
product_variation,2237,3.04,,,,,,,,,RC084X_52658_52643,White,,,,,,,,,,,,,,
product_variation,2237,3.04,,,,,,,,,RC084X_52659_52643,Yellow,,,,,,,,,,,,,,
product,2238,6.56,Kansas flex cap,"98% katoen, 2% elasthan. 6 panelen met stevig voorpaneel. Gebogen klep in gerecycled PU met 6 naden. Genaaide verluchtingsgaatjes. Elastische, vochtregulerende band. Uitneembaar etiket. Geschikt voor borduring.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=71324&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71324&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71325&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71323&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392513&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,
product_option,2238,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2238,,,,,,,,,,,,Size,S/M,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2238,,,,,,,,,,,,Size,L/XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2238,,,,,,,,,,,,Color,Cool Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2238,,,,,,,,,,,,Color,Khaki Beige,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2238,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2238,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2238,,,,,,,,,,,,Color,Vivid Blue,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2238,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,2238,6.56,,,,,,,,,RC085X_52661_52660,Black,,,,,,,,,,,,,,S/M
product_variation,2238,6.56,,,,,,,,,RC085X_52661_70830,Black,,,,,,,,,,,,,,L/XL
product_variation,2238,6.56,,,,,,,,,RC085X_52662_52660,Cool Grey,,,,,,,,,,,,,,
product_variation,2238,6.56,,,,,,,,,RC085X_52662_70830,Cool Grey,,,,,,,,,,,,,,
product_variation,2238,6.56,,,,,,,,,RC085X_52663_52660,Khaki Beige,,,,,,,,,,,,,,
product_variation,2238,6.56,,,,,,,,,RC085X_52663_70830,Khaki Beige,,,,,,,,,,,,,,
product_variation,2238,6.56,,,,,,,,,RC085X_52664_52660,Navy,,,,,,,,,,,,,,
product_variation,2238,6.56,,,,,,,,,RC085X_52664_70830,Navy,,,,,,,,,,,,,,
product_variation,2238,6.56,,,,,,,,,RC085X_52665_52660,Red,,,,,,,,,,,,,,
product_variation,2238,6.56,,,,,,,,,RC085X_52665_70830,Red,,,,,,,,,,,,,,
product_variation,2238,6.56,,,,,,,,,RC085X_52666_52660,Vivid Blue,,,,,,,,,,,,,,
product_variation,2238,6.56,,,,,,,,,RC085X_52666_70830,Vivid Blue,,,,,,,,,,,,,,
product_variation,2238,6.56,,,,,,,,,RC085X_52667_52660,White,,,,,,,,,,,,,,
product_variation,2238,6.56,,,,,,,,,RC085X_52667_70830,White,,,,,,,,,,,,,,
product,2239,5.18,Bronx Glitter Flat Peak Snapback Cap,100% twillacryl. Pet Snapback 6 panelen. Platte contrasterende klep in gerecycleerd PU met paarlemoeren effect. Geborduurde verluchtingsgaatjes. Versterkte voorpanelen. Verstelbare druksluiting Snapback. Afneembaar etiket. Geschikt voor borduring en transferdruk.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71331&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71331&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71326&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71328&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71329&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71327&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,
product_option,2239,,,,,,,,,,,,Color,Black / Gold,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2239,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2239,,,,,,,,,,,,Color,Black / Green,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2239,,,,,,,,,,,,Color,Black / Pink,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2239,,,,,,,,,,,,Color,Black / Silver,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2239,,,,,,,,,,,,Color,Black / Turquoise,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,2239,5.18,,,,,,,,,RC087X_58091_58090,Black / Gold,,,,,,,,,,,,,,One Size
product_variation,2239,5.18,,,,,,,,,RC087X_58092_58090,Black / Green,,,,,,,,,,,,,,
product_variation,2239,5.18,,,,,,,,,RC087X_58093_58090,Black / Pink,,,,,,,,,,,,,,
product_variation,2239,5.18,,,,,,,,,RC087X_58094_58090,Black / Silver,,,,,,,,,,,,,,
product_variation,2239,5.18,,,,,,,,,RC087X_58095_58090,Black / Turquoise,,,,,,,,,,,,,,
product,2240,4.6,Lightweight Thinsulate™ Hat,Buitenkant 100% polyacryl. Binnenkant: 100% polyester fleece. Voering Thinsulate 3M™. Windbrekend. Muts met brede omslag. Genaaid 3M™ etiket op de achterkant. Geschikt voor borduring.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71334&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71334&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71332&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71333&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,
product_option,2240,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2240,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2240,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2240,,,,,,,,,,,,Color,Orange,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2240,,,,,,,,,,,,Color,Yellow,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,2240,4.6,,,,,,,,,RC133X_44756_44755,Black,,,,,,,,,,,,,,One Size
product_variation,2240,4.6,,,,,,,,,RC133X_44757_44755,Navy,,,,,,,,,,,,,,
product_variation,2240,4.6,,,,,,,,,RC133X_44758_44755,Orange,,,,,,,,,,,,,,
product_variation,2240,4.6,,,,,,,,,RC133X_44759_44755,Yellow,,,,,,,,,,,,,,
product,2241,4.84,Heavyweight Thinsulate™ Beanie,100% acryl. Zacht aanvoelend. 3M™ Thinsulate voering. Genaaid 3M™ etiket op de achterkant. Dubbele dikte. Geschikt voor borduring en transferdruk.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392507&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392507&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,2241,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2241,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,2241,4.84,,,,,,,,,RC33_5596_5595,Navy,,,,,,,,,,,,,,One Size
product,2242,10.46,High-Viz Cap,Buitenkant 100% fluoriserend nylon en PVC coating. Binnenkant: 100% katoen. 6 panels. Laag profiel. Klep voorgevormd met 6 geborduurde lijnen. 3M™ Scotchlite™ reflecterende band op de omtrek van de klep. Verstelbaar door middel van klittenband aan de achterkant. 3M™ label genaaid op de cap. Eyelets. Geschikt voor borduring en bedrukking.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392506&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392506&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,2242,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2242,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2242,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2242,,,,,,,,,,,,Color,Orange,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2242,,,,,,,,,,,,Color,Yellow,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,2242,10.46,,,,,,,,,RC35_52668_5597,Black,,,,,,,,,,,,,,One Size
product_variation,2242,10.46,,,,,,,,,RC35_52669_5597,Navy,,,,,,,,,,,,,,
product_variation,2242,10.46,,,,,,,,,RC35_5599_5597,Orange,,,,,,,,,,,,,,
product_variation,2242,10.46,,,,,,,,,RC35_5598_5597,Yellow,,,,,,,,,,,,,,
product,2243,5.18,Braided knit hat,Buitenzijde in 100% poly-acryl en voering in 100% polyesterfleece. Binnenzijde in zwarte fleece. Ontvouwbare zoom. Geschikt voor borduring.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71340&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71340&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71339&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,2243,,,,,,,,,,,,Color,Fennel,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2243,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2243,,,,,,,,,,,,Color,Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,2243,5.18,,,,,,,,,RC376X_52671_52670,Fennel,,,,,,,,,,,,,,One Size
product_variation,2243,5.18,,,,,,,,,RC376X_52672_52670,Grey,,,,,,,,,,,,,,
product,2244,4.12,Pomponmuts Beanie,"100% zacht polyacryl. Dik breiwerk, dubbele dikte, bedekkend, omgevouwen boord, pompon als versiering. Wasbaar op 40 °C. Klaar voor gepersonaliseerde bedrukking.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=392521&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392521&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392522&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392523&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392524&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,
product_option,2244,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2244,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2244,,,,,,,,,,,,Color,Fluorescent Yellow,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2244,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2244,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2244,,,,,,,,,,,,Color,Royal,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,2244,4.12,,,,,,,,,RC028X_65847_65846,Black,,,,,,,,,,,,,,One Size
product_variation,2244,4.12,,,,,,,,,RC028X_65850_65846,Fluorescent Yellow,,,,,,,,,,,,,,
product_variation,2244,4.12,,,,,,,,,RC028X_65848_65846,Navy,,,,,,,,,,,,,,
product_variation,2244,4.12,,,,,,,,,RC028X_65849_65846,Red,,,,,,,,,,,,,,
product_variation,2244,4.12,,,,,,,,,RC028X_66611_65846,Royal,,,,,,,,,,,,,,
product,2245,4.02,Pomponmuts Beanie,"100% zacht polyacryl. Dik breiwerk, dubbele dikte, bedekkend, omgevouwen boord, pompon als versiering. Wasbaar op 40 °C. Klaar voor gepersonaliseerde bedrukking.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=392525&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392525&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,2245,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2245,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2245,,,,,,,,,,,,Color,Fluorescent Yellow,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2245,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2245,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2245,,,,,,,,,,,,Color,Royal,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,2245,4.02,,,,,,,,,RC028J_65842_65841,Black,,,,,,,,,,,,,,One Size
product_variation,2245,4.02,,,,,,,,,RC028J_65845_65841,Fluorescent Yellow,,,,,,,,,,,,,,
product_variation,2245,4.02,,,,,,,,,RC028J_65843_65841,Navy,,,,,,,,,,,,,,
product_variation,2245,4.02,,,,,,,,,RC028J_65844_65841,Red,,,,,,,,,,,,,,
product_variation,2245,4.02,,,,,,,,,RC028J_66612_65841,Royal,,,,,,,,,,,,,,
product,2246,4.48,Pet New York Sparkle,100% polyester met 100% katoen onder de zonneklep. 5 panelen: 4 van mesh en 1 van stof. Versterkt voorpaneel. Verstelbare maat dankzij de klittenbandsluiting. Gebogen zonneklep van stof. Ruimte voor een paardenstaart achteraan.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391810&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391810&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391811&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,2246,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2246,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2246,,,,,,,,,,,,Color,Gold,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2246,,,,,,,,,,,,Color,Pink,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2246,,,,,,,,,,,,Color,Silver,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,2246,4.48,,,,,,,,,RC090X_65866_65865,Black,,,,,,,,,,,,,,One Size
product_variation,2246,4.48,,,,,,,,,RC090X_65867_65865,Gold,,,,,,,,,,,,,,
product_variation,2246,4.48,,,,,,,,,RC090X_65868_65865,Pink,,,,,,,,,,,,,,
product_variation,2246,4.48,,,,,,,,,RC090X_65869_65865,Silver,,,,,,,,,,,,,,
product,2247,3.8,Bedrukbare muts in dubbel tricot,"100% zacht polyacryl. Patch van twillkatoen voor bedrukking. Dik breiwerk. Dubbele dikte. Bedekkend. Muts met een brede, omgevouwen boord. Bedrukbare oppervlakte van 10 x 5 cm.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=392526&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392526&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,2247,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2247,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2247,,,,,,,,,,,,Color,Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2247,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,2247,3.8,,,,,,,,,RC027_65838_65837,Black,,,,,,,,,,,,,,One Size
product_variation,2247,3.8,,,,,,,,,RC027_65840_65837,Grey,,,,,,,,,,,,,,
product_variation,2247,3.8,,,,,,,,,RC027_65839_65837,Navy,,,,,,,,,,,,,,
product,2248,6.32,Bedrukbare muts in dubbel tricot Thinsulate™,"100% zacht polyacryl. Dik breiwerk met 3M Thinsulate™ isolatie. Genaaid 3M™ etiket op de achterkant. Dubbele dikte. Patch van twillkatoen voor bedrukking. Bedekkend. Muts met een brede, omgevouwen boord. Voelt zacht aan.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=392520&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392520&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392519&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,2248,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2248,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2248,,,,,,,,,,,,Color,Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2248,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2248,,,,,,,,,,,,Color,Orange,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2248,,,,,,,,,,,,Color,Yellow,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,2248,6.32,,,,,,,,,RC034X_65852_65851,Black,,,,,,,,,,,,,,One Size
product_variation,2248,6.32,,,,,,,,,RC034X_65854_65851,Grey,,,,,,,,,,,,,,
product_variation,2248,6.32,,,,,,,,,RC034X_65853_65851,Navy,,,,,,,,,,,,,,
product_variation,2248,6.32,,,,,,,,,RC034X_65855_65851,Orange,,,,,,,,,,,,,,
product_variation,2248,6.32,,,,,,,,,RC034X_65856_65851,Yellow,,,,,,,,,,,,,,
