type,product_internal_id,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_variation_sku,product_price,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15
product_option,2yDZevFEXpmc1Fl9,,,,,,,,,,,,,,,,Color,Crush Orange,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2yDZevFEXpmc1Fl9,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2yDZevFEXpmc1Fl9,,,,,,,,,,,,,,,,Color,Fuchsia,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2yDZevFEXpmc1Fl9,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2yDZevFEXpmc1Fl9,,,,,,,,,,,,,,,,Color,Purple,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2yDZevFEXpmc1Fl9,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2yDZevFEXpmc1Fl9,,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2yDZevFEXpmc1Fl9,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2yDZevFEXpmc1Fl9,,,,,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2yDZevFEXpmc1Fl9,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,2yDZevFEXpmc1Fl9,,,,,,,,,,,,KI0710_43336_43335,7.34,Black,One Size,,,,,,,,,,,,,,
product_variation,2yDZevFEXpmc1Fl9,,,,,,,,,,,,KI0710_43337_43335,7.34,Burnt Lime,One Size,,,,,,,,,,,,,,
product_variation,2yDZevFEXpmc1Fl9,,,,,,,,,,,,KI0710_43339_43335,7.34,Crush Orange,One Size,,,,,,,,,,,,,,
product_variation,2yDZevFEXpmc1Fl9,,,,,,,,,,,,KI0710_43338_43335,7.34,Fuchsia,One Size,,,,,,,,,,,,,,
product_variation,2yDZevFEXpmc1Fl9,,,,,,,,,,,,KI0710_43340_43335,7.34,Purple,One Size,,,,,,,,,,,,,,
product_variation,2yDZevFEXpmc1Fl9,,,,,,,,,,,,KI0710_43341_43335,7.34,Red,One Size,,,,,,,,,,,,,,
product_variation,2yDZevFEXpmc1Fl9,,,,,,,,,,,,KI0710_43342_43335,7.34,Royal Blue,One Size,,,,,,,,,,,,,,
product,RXVQlhXBhfzUyiNC,Toilettas,"Toilettas van 600D polyester, bovenkant met ophanghaak, binnenvak, groot voorvak, handgreep aan de zijkant.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67863&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67863&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67864&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,
product_option,RXVQlhXBhfzUyiNC,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,RXVQlhXBhfzUyiNC,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,RXVQlhXBhfzUyiNC,,,,,,,,,,,,KI0712_43346_43345,9.86,Black,One Size,,,,,,,,,,,,,,
product,7fwK5iPzy1eOV2yA,Tasje van canvaskatoen - klein model,"Tasje van canvaskatoen, ritssluiting in een contrasterende kleur. Klein model. Gecertificeerd STANDARD 100 by OEKO-TEX® N° CQ  1164/1 IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67868&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67868&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=139368&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,
product_option,7fwK5iPzy1eOV2yA,,,,,,,,,,,,,,,,Color,Black / Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,7fwK5iPzy1eOV2yA,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,7fwK5iPzy1eOV2yA,,,,,,,,,,,,,,,,Color,Natural / Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,7fwK5iPzy1eOV2yA,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,7fwK5iPzy1eOV2yA,,,,,,,,,,,,,,,,Color,Natural / Fluorescent Yellow,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,7fwK5iPzy1eOV2yA,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,7fwK5iPzy1eOV2yA,,,,,,,,,,,,KI0720_54130_54128,2.46,Black / Royal Blue,One Size,,,,,,,,,,,,,,
product_variation,7fwK5iPzy1eOV2yA,,,,,,,,,,,,KI0720N_54131_54129,2.24,Natural / Black,One Size,,,,,,,,,,,,,,
product_variation,7fwK5iPzy1eOV2yA,,,,,,,,,,,,KI0720N_54132_54129,2.24,Natural / Fluorescent Yellow,One Size,,,,,,,,,,,,,,
product,5zSnYaSQrkFoPQtZ,Tasje van canvaskatoen - middelgroot model,"Tasje van canvaskatoen, ritssluiting in een contrasterende kleur. Middelgroot model. Gecertificeerd STANDARD 100 by OEKO-TEX® N° CQ  1164/1 IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67870&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67870&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=139369&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,
product_option,5zSnYaSQrkFoPQtZ,,,,,,,,,,,,,,,,Color,Black / Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,5zSnYaSQrkFoPQtZ,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,5zSnYaSQrkFoPQtZ,,,,,,,,,,,,,,,,Color,Dusty Blue / Silver,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,5zSnYaSQrkFoPQtZ,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,5zSnYaSQrkFoPQtZ,,,,,,,,,,,,,,,,Color,Grey / Silver,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,5zSnYaSQrkFoPQtZ,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,5zSnYaSQrkFoPQtZ,,,,,,,,,,,,,,,,Color,Light Marsala / Silver,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,5zSnYaSQrkFoPQtZ,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,5zSnYaSQrkFoPQtZ,,,,,,,,,,,,,,,,Color,Natural / Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,5zSnYaSQrkFoPQtZ,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,5zSnYaSQrkFoPQtZ,,,,,,,,,,,,,,,,Color,Natural / Fluorescent Yellow,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,5zSnYaSQrkFoPQtZ,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,5zSnYaSQrkFoPQtZ,,,,,,,,,,,,KI0721_54135_54133,2.84,Black / Royal Blue,One Size,,,,,,,,,,,,,,
product_variation,5zSnYaSQrkFoPQtZ,,,,,,,,,,,,KI0721_55741_54133,2.84,Dusty Blue / Silver,One Size,,,,,,,,,,,,,,
product_variation,5zSnYaSQrkFoPQtZ,,,,,,,,,,,,KI0721_62905_54133,2.84,Grey / Silver,One Size,,,,,,,,,,,,,,
product_variation,5zSnYaSQrkFoPQtZ,,,,,,,,,,,,KI0721_55742_54133,2.84,Light Marsala / Silver,One Size,,,,,,,,,,,,,,
product_variation,5zSnYaSQrkFoPQtZ,,,,,,,,,,,,KI0721N_54136_54134,2.36,Natural / Black,One Size,,,,,,,,,,,,,,
product_variation,5zSnYaSQrkFoPQtZ,,,,,,,,,,,,KI0721N_54137_54134,2.36,Natural / Fluorescent Yellow,One Size,,,,,,,,,,,,,,
product,go7LlHt7uT61r9Tu,Tasje van canvaskatoen - groot model,"Tasje van canvaskatoen, ritssluiting in een contrasterende kleur. Groot model. Gecertificeerd STANDARD 100 by OEKO-TEX® N° CQ  1164/1 IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67872&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67872&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=139370&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,
product_option,go7LlHt7uT61r9Tu,,,,,,,,,,,,,,,,Color,Black / Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,go7LlHt7uT61r9Tu,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,go7LlHt7uT61r9Tu,,,,,,,,,,,,,,,,Color,Natural / Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,go7LlHt7uT61r9Tu,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,go7LlHt7uT61r9Tu,,,,,,,,,,,,,,,,Color,Natural / Fluorescent Yellow,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,go7LlHt7uT61r9Tu,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,go7LlHt7uT61r9Tu,,,,,,,,,,,,KI0722_54140_54138,3.24,Black / Royal Blue,One Size,,,,,,,,,,,,,,
product_variation,go7LlHt7uT61r9Tu,,,,,,,,,,,,KI0722N_54141_54139,2.64,Natural / Black,One Size,,,,,,,,,,,,,,
product_variation,go7LlHt7uT61r9Tu,,,,,,,,,,,,KI0722N_54142_54139,2.64,Natural / Fluorescent Yellow,One Size,,,,,,,,,,,,,,
product,C56mP5bfmUXzOWNp,Zakje van jute/katoen,Zakje van jutecanvas en katoen (juco). Ritssluiting in een contrasterende kleur.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210729&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210729&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,,
product_option,C56mP5bfmUXzOWNp,,,,,,,,,,,,,,,,Color,Crimson Red,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,C56mP5bfmUXzOWNp,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,C56mP5bfmUXzOWNp,,,,,,,,,,,,,,,,Color,Dusty Blue,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,C56mP5bfmUXzOWNp,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,C56mP5bfmUXzOWNp,,,,,,,,,,,,,,,,Color,Dusty Pink,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,C56mP5bfmUXzOWNp,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,C56mP5bfmUXzOWNp,,,,,,,,,,,,,,,,Color,Midnight Blue,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,C56mP5bfmUXzOWNp,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,C56mP5bfmUXzOWNp,,,,,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,C56mP5bfmUXzOWNp,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,C56mP5bfmUXzOWNp,,,,,,,,,,,,,,,,Color,Vanilla White,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,C56mP5bfmUXzOWNp,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,C56mP5bfmUXzOWNp,,,,,,,,,,,,KI0723_55308_55306,2.8,Crimson Red,One Size,,,,,,,,,,,,,,
product_variation,C56mP5bfmUXzOWNp,,,,,,,,,,,,KI0723_55309_55306,2.8,Dusty Blue,One Size,,,,,,,,,,,,,,
product_variation,C56mP5bfmUXzOWNp,,,,,,,,,,,,KI0723_55310_55306,2.8,Dusty Pink,One Size,,,,,,,,,,,,,,
product_variation,C56mP5bfmUXzOWNp,,,,,,,,,,,,KI0723_55311_55306,2.8,Midnight Blue,One Size,,,,,,,,,,,,,,
product_variation,C56mP5bfmUXzOWNp,,,,,,,,,,,,KI0723N_55312_55307,2.56,Natural,One Size,,,,,,,,,,,,,,
product_variation,C56mP5bfmUXzOWNp,,,,,,,,,,,,KI0723_55313_55306,2.8,Vanilla White,One Size,,,,,,,,,,,,,,
product,kBV3qVNcZE7zMzPH,Tasje van canvaskatoen,Toilettas met plooi gemaakt van katoenen canvas gelamineerd met polyurethaan. Rits in dezelfde kleur als het tasje. Gecertificeerd STANDARD 100 by OEKO-TEX® N° CQ  1164/1 IFTH.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207672&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207672&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67873&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207671&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,
product_option,kBV3qVNcZE7zMzPH,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,kBV3qVNcZE7zMzPH,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,kBV3qVNcZE7zMzPH,,,,,,,,,,,,,,,,Color,Dusty Pink,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,kBV3qVNcZE7zMzPH,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,kBV3qVNcZE7zMzPH,,,,,,,,,,,,,,,,Color,Fuchsia,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,kBV3qVNcZE7zMzPH,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,kBV3qVNcZE7zMzPH,,,,,,,,,,,,,,,,Color,Midnight Blue,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,kBV3qVNcZE7zMzPH,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,kBV3qVNcZE7zMzPH,,,,,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,kBV3qVNcZE7zMzPH,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,kBV3qVNcZE7zMzPH,,,,,,,,,,,,KI0724_55834_55832,3.94,Black,One Size,,,,,,,,,,,,,,
product_variation,kBV3qVNcZE7zMzPH,,,,,,,,,,,,KI0724_55835_55832,3.94,Dusty Pink,One Size,,,,,,,,,,,,,,
product_variation,kBV3qVNcZE7zMzPH,,,,,,,,,,,,KI0724_55836_55832,3.94,Fuchsia,One Size,,,,,,,,,,,,,,
product_variation,kBV3qVNcZE7zMzPH,,,,,,,,,,,,KI0724_55837_55832,3.94,Midnight Blue,One Size,,,,,,,,,,,,,,
product_variation,kBV3qVNcZE7zMzPH,,,,,,,,,,,,KI0724N_55838_55833,3.36,Natural,One Size,,,,,,,,,,,,,,
product,yLAwsc1CJXdtd6L2,Toilettas,Toilettas van 600D polyester. Binnenvoering van 210D polyester.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210728&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210728&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67874&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,
product_option,yLAwsc1CJXdtd6L2,,,,,,,,,,,,,,,,Color,Dark Grey Heather,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,yLAwsc1CJXdtd6L2,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,yLAwsc1CJXdtd6L2,,,,,,,,,,,,,,,,Color,Graphite Grey Heather,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,yLAwsc1CJXdtd6L2,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,yLAwsc1CJXdtd6L2,,,,,,,,,,,,KI0725_55315_55314,6.74,Dark Grey Heather,One Size,,,,,,,,,,,,,,
product_variation,yLAwsc1CJXdtd6L2,,,,,,,,,,,,KI0725_55316_55314,6.74,Graphite Grey Heather,One Size,,,,,,,,,,,,,,
product,zCbPHNAhHGB3adk3,Toilettas van katoen,Toilettas met plooi gemaakt van katoenen canvas gelamineerd met polyurethaan. Ton-sur-ton ritssluiting. Gecertificeerd STANDARD 100 by OEKO-TEX® N° CQ  1164/1 IFTH.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210727&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210727&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,,
product_option,zCbPHNAhHGB3adk3,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,zCbPHNAhHGB3adk3,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,zCbPHNAhHGB3adk3,,,,,,,,,,,,,,,,Color,Dusty Pink,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,zCbPHNAhHGB3adk3,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,zCbPHNAhHGB3adk3,,,,,,,,,,,,,,,,Color,Fuchsia,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,zCbPHNAhHGB3adk3,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,zCbPHNAhHGB3adk3,,,,,,,,,,,,,,,,Color,Midnight Blue,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,zCbPHNAhHGB3adk3,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,zCbPHNAhHGB3adk3,,,,,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,zCbPHNAhHGB3adk3,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,zCbPHNAhHGB3adk3,,,,,,,,,,,,KI0727_60313_60312,4.6,Black,One Size,,,,,,,,,,,,,,
product_variation,zCbPHNAhHGB3adk3,,,,,,,,,,,,KI0727_60314_60312,4.6,Dusty Pink,One Size,,,,,,,,,,,,,,
product_variation,zCbPHNAhHGB3adk3,,,,,,,,,,,,KI0727_60315_60312,4.6,Fuchsia,One Size,,,,,,,,,,,,,,
product_variation,zCbPHNAhHGB3adk3,,,,,,,,,,,,KI0727_60316_60312,4.6,Midnight Blue,One Size,,,,,,,,,,,,,,
product_variation,zCbPHNAhHGB3adk3,,,,,,,,,,,,KI0727N_60317_60311,4.34,Natural,One Size,,,,,,,,,,,,,,
product,GapPN3tnOhBwqZik,Toilettas van katoen,Toilettas met plooi gemaakt van katoenen canvas gelamineerd met polyurethaan. Ton-sur-ton ritssluiting. Gecertificeerd STANDARD 100 by OEKO-TEX® N° CQ  1164/1 IFTH.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210726&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210726&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210725&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,
product_option,GapPN3tnOhBwqZik,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,GapPN3tnOhBwqZik,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,GapPN3tnOhBwqZik,,,,,,,,,,,,,,,,Color,Dusty Pink,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,GapPN3tnOhBwqZik,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,GapPN3tnOhBwqZik,,,,,,,,,,,,,,,,Color,Fuchsia,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,GapPN3tnOhBwqZik,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,GapPN3tnOhBwqZik,,,,,,,,,,,,,,,,Color,Midnight Blue,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,GapPN3tnOhBwqZik,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,GapPN3tnOhBwqZik,,,,,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,GapPN3tnOhBwqZik,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,GapPN3tnOhBwqZik,,,,,,,,,,,,KI0728_60320_60319,3.16,Black,One Size,,,,,,,,,,,,,,
product_variation,GapPN3tnOhBwqZik,,,,,,,,,,,,KI0728_60321_60319,3.16,Dusty Pink,One Size,,,,,,,,,,,,,,
product_variation,GapPN3tnOhBwqZik,,,,,,,,,,,,KI0728_60322_60319,3.16,Fuchsia,One Size,,,,,,,,,,,,,,
product_variation,GapPN3tnOhBwqZik,,,,,,,,,,,,KI0728_60323_60319,3.16,Midnight Blue,One Size,,,,,,,,,,,,,,
product_variation,GapPN3tnOhBwqZik,,,,,,,,,,,,KI0728N_60324_60318,2.8,Natural,One Size,,,,,,,,,,,,,,
product,hVDLTyoVEteLw69E,Cabine Trolley,"Cabine trolley van 600D polyester. Hoofdcompartiment is volledig te openen, voorvak met toon op toon ritstrekkers, 2 wieltjes aan de onderkant en nopjes aan de zijkant. 2 gewatteerde verstevigde handvaten. De binnenvakken zijn gevoerd met zwart polyester met veters om de kleding op zijn plaats te houden.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67875&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Trolley,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67875&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,,
product_option,hVDLTyoVEteLw69E,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,hVDLTyoVEteLw69E,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,hVDLTyoVEteLw69E,,,,,,,,,,,,KI0801_32147_32146,111.3,Black,One Size,,,,,,,,,,,,,,
product,xghP5C57SgkVJ1XD,Cabine Trolley,"Cabine trolley in polycarbonaat van hoge kwaliteit, exclusief design, 4 dubbele wieltjes, organisatievak aan de binnenkant, zijopening met combinatieslot. Afneembaar metalen plaatje om te personaliseren.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67881&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Trolley,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67881&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,,
product_option,xghP5C57SgkVJ1XD,,,,,,,,,,,,,,,,Color,Anthracite,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,xghP5C57SgkVJ1XD,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,xghP5C57SgkVJ1XD,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,xghP5C57SgkVJ1XD,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,xghP5C57SgkVJ1XD,,,,,,,,,,,,KI0807_38962_38960,114.78,Anthracite,One Size,,,,,,,,,,,,,,
product_variation,xghP5C57SgkVJ1XD,,,,,,,,,,,,KI0807_38961_38960,114.78,Black,One Size,,,,,,,,,,,,,,
product,ZAlpn7rHZza08lgR,Extra Grote Trolley,"Extra grote heavy duty trolley van polycarbonaat van hoge kwaliteit, exclusief design, 4 dubbele wieltjes, organisatievak aan de binnenkant, zijopening met combinatieslot. Afneembaar metalen plaatje om te personaliseren.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67883&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Trolley,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67883&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,,
product_option,ZAlpn7rHZza08lgR,,,,,,,,,,,,,,,,Color,Anthracite,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,ZAlpn7rHZza08lgR,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,ZAlpn7rHZza08lgR,,,,,,,,,,,,KI0808_38965_38963,197.62,Anthracite,One Size,,,,,,,,,,,,,,
